race_5cat,inc_4cat_50k,educ_4cat,ppagecat,ppgender,B2,B3,EF1,EF2,atleast_okay,weight
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,Yes,,Yes,1.0968
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,0.6603
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.3881
Black,"$100,000 or more",Some college/technical or associates degree,25-34,Female,Doing okay,About the same,Yes,,Yes,1.7611
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,0.8533
Other,"$25,000–$49,999",High school degree or GED,55-64,Female,Just getting by,Somewhat worse off,No,No,No,0.5165
White,"$100,000 or more",Some college/technical or associates degree,55-64,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.0625
White,"$25,000–$49,999",Some college/technical or associates degree,25-34,Male,Finding it difficult to get by,Somewhat worse off,No,No,No,1.0352
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Doing okay,Much better off,Yes,,Yes,0.9123
White,"$50,000–$99,999",Some college/technical or associates degree,25-34,Male,Doing okay,Somewhat worse off,Yes,,Yes,1.1519
Asian,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Living comfortably,Somewhat better off,Yes,,Yes,1.1415
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Doing okay,Much better off,Yes,,Yes,0.9358
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Living comfortably,Much better off,Yes,,Yes,1.4226
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Female,Doing okay,About the same,Yes,,Yes,1.0704
Black,"$100,000 or more",Bachelor's degree or more,45-54,Female,Doing okay,Somewhat better off,Yes,,Yes,1.0718
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Female,Doing okay,About the same,Yes,,Yes,0.9508
Hispanic,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.8047
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Doing okay,Much worse off,No,Yes,Yes,1.1297
Other,"$25,000–$49,999",Bachelor's degree or more,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,0.4859
Other,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Just getting by,Somewhat worse off,Yes,,No,1.4836
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Doing okay,Somewhat better off,Yes,,Yes,0.8533
Black,"$100,000 or more",Some college/technical or associates degree,45-54,Female,Living comfortably,Much better off,Yes,,Yes,1.1906
Asian,"Less than $25,000",Bachelor's degree or more,25-34,Female,Just getting by,Somewhat worse off,Yes,,No,1.6792
Hispanic,"Less than $25,000",Bachelor's degree or more,25-34,Female,Finding it difficult to get by,Much worse off,No,No,No,1.128
White,"$100,000 or more",Some college/technical or associates degree,25-34,Male,Finding it difficult to get by,Much worse off,Yes,,No,0.7045
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.5224
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Doing okay,About the same,Yes,,Yes,0.9123
White,"Less than $25,000",Bachelor's degree or more,25-34,Male,Doing okay,Much worse off,No,No,Yes,0.9123
Other,"$25,000–$49,999",Some college/technical or associates degree,25-34,Female,Doing okay,About the same,Yes,,Yes,0.5875
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Finding it difficult to get by,Much worse off,Yes,,No,1.4896
White,"$100,000 or more",Some college/technical or associates degree,25-34,Male,Doing okay,About the same,Yes,,Yes,1.3527
White,"$100,000 or more",Some college/technical or associates degree,25-34,Female,Doing okay,About the same,Yes,,Yes,1.1588
Hispanic,"$25,000–$49,999",Some college/technical or associates degree,45-54,Female,Finding it difficult to get by,Somewhat worse off,Yes,,No,1.0171
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Doing okay,About the same,No,No,Yes,0.8069
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Female,Doing okay,About the same,Yes,,Yes,1.0021
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Doing okay,About the same,Yes,,Yes,0.6758
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,No,Yes,Yes,0.976
White,"$50,000–$99,999",Some college/technical or associates degree,25-34,Female,Doing okay,About the same,Yes,,Yes,1.0787
White,"$50,000–$99,999",Some college/technical or associates degree,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,1.0359
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Doing okay,Somewhat better off,Yes,,Yes,1.0294
Other,"$100,000 or more",Bachelor's degree or more,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,0.3501
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,Somewhat better off,No,No,Yes,0.8724
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,Somewhat better off,No,Yes,Yes,1.0566
Black,"Less than $25,000",Some college/technical or associates degree,18-24,Male,Just getting by,Somewhat worse off,No,No,No,1.3657
White,"$50,000–$99,999",Bachelor's degree or more,18-24,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.7796
White,"$50,000–$99,999",High school degree or GED,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,1.1255
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,Yes,,Yes,1.0921
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,Yes,,Yes,1.5224
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,1.0566
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Doing okay,About the same,Yes,,Yes,0.8148
Black,"$100,000 or more",Bachelor's degree or more,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,1.0867
Black,"Less than $25,000",Some college/technical or associates degree,25-34,Male,Finding it difficult to get by,Much worse off,No,No,No,1.5983
Asian,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,1.1908
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,0.7997
White,"Less than $25,000",High school degree or GED,25-34,Male,Living comfortably,About the same,Yes,,Yes,1.4533
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Doing okay,About the same,No,Yes,Yes,0.6134
Hispanic,"Less than $25,000",Some college/technical or associates degree,25-34,Female,Just getting by,About the same,No,No,No,1.0564
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Doing okay,Somewhat better off,Yes,,Yes,0.8533
White,"$100,000 or more",Bachelor's degree or more,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.6161
Black,"$50,000–$99,999",High school degree or GED,25-34,Male,Finding it difficult to get by,About the same,No,No,No,1.7529
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Doing okay,About the same,Yes,,Yes,1.121
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.7045
White,"$100,000 or more",Some college/technical or associates degree,25-34,Male,Living comfortably,Somewhat better off,Yes,,Yes,1.3624
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,Much better off,Yes,,Yes,1.4522
White,"Less than $25,000",Bachelor's degree or more,75+,Female,Doing okay,Much worse off,Yes,,Yes,0.8514
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,0.7943
White,"Less than $25,000",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,No,No,Yes,0.5931
White,"Less than $25,000",High school degree or GED,25-34,Female,Just getting by,About the same,Yes,,No,0.9669
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,Yes,,Yes,1.1986
Black,"$50,000–$99,999",Bachelor's degree or more,25-34,Female,Doing okay,Somewhat worse off,Yes,,Yes,1.4393
Black,"$50,000–$99,999",High school degree or GED,25-34,Female,Just getting by,Much worse off,No,No,No,1.4465
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,0.6437
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,0.8879
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Doing okay,About the same,Yes,,Yes,1.0242
White,"Less than $25,000",Some college/technical or associates degree,25-34,Male,Living comfortably,Somewhat better off,No,Yes,Yes,1.1941
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Just getting by,Somewhat worse off,No,No,No,1.2294
White,"$50,000–$99,999",Some college/technical or associates degree,25-34,Male,Just getting by,Somewhat worse off,Yes,,No,1.1585
Black,"Less than $25,000",Bachelor's degree or more,25-34,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.7378
White,"Less than $25,000",Bachelor's degree or more,18-24,Female,Just getting by,About the same,No,Yes,No,1.0281
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,1.3881
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.0242
White,"Less than $25,000",Some college/technical or associates degree,25-34,Female,Living comfortably,About the same,No,No,Yes,1.1065
White,"Less than $25,000",Bachelor's degree or more,25-34,Female,Doing okay,About the same,Yes,,Yes,1.0134
White,"$100,000 or more",Bachelor's degree or more,18-24,Female,Living comfortably,Much better off,Yes,,Yes,0.7287
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,Yes,,Yes,1.2294
White,"Less than $25,000",Some college/technical or associates degree,25-34,Female,Finding it difficult to get by,Somewhat better off,No,No,No,0.992
Black,"Less than $25,000",Bachelor's degree or more,55-64,Female,Just getting by,Somewhat worse off,No,No,No,0.5891
White,"$100,000 or more",Some college/technical or associates degree,55-64,Male,Living comfortably,About the same,Yes,,Yes,0.9473
White,"$100,000 or more",Bachelor's degree or more,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.6936
Black,"$25,000–$49,999",Less than a high school degree,65-74,Male,Just getting by,Somewhat worse off,No,No,No,1.2852
Black,"Less than $25,000",Some college/technical or associates degree,25-34,Female,Just getting by,Somewhat worse off,No,No,No,1.9816
White,"$50,000–$99,999",Some college/technical or associates degree,55-64,Female,Living comfortably,Much better off,Yes,,Yes,0.6987
White,"$100,000 or more",Bachelor's degree or more,65-74,Female,Living comfortably,About the same,Yes,,Yes,1.0543
White,"$25,000–$49,999",Bachelor's degree or more,35-44,Male,Doing okay,About the same,Yes,,Yes,0.5085
White,"$100,000 or more",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,Yes,,Yes,1.4522
White,"$50,000–$99,999",Bachelor's degree or more,55-64,Female,Doing okay,Somewhat worse off,Yes,,Yes,0.7413
Hispanic,"$50,000–$99,999",Bachelor's degree or more,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.5007
White,"$100,000 or more",High school degree or GED,55-64,Male,Living comfortably,Much better off,Yes,,Yes,1.4846
White,"Less than $25,000",High school degree or GED,25-34,Male,Just getting by,Somewhat worse off,No,No,No,1.041
White,"Less than $25,000",Some college/technical or associates degree,25-34,Female,Doing okay,About the same,Yes,,Yes,1.086
White,"$25,000–$49,999",Bachelor's degree or more,55-64,Female,Finding it difficult to get by,About the same,Yes,,No,0.5751
Black,"Less than $25,000",High school degree or GED,65-74,Female,Doing okay,Somewhat better off,Yes,,Yes,0.8364
Other,"$25,000–$49,999",Some college/technical or associates degree,65-74,Female,Doing okay,About the same,Yes,,Yes,0.2748
Black,"$50,000–$99,999",Some college/technical or associates degree,55-64,Male,Just getting by,About the same,Yes,,No,0.9197
Black,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,About the same,Yes,,Yes,0.8018
White,"$50,000–$99,999",High school degree or GED,55-64,Male,Doing okay,Somewhat worse off,Yes,,Yes,1.0953
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,0.9568
Asian,"Less than $25,000",High school degree or GED,65-74,Male,Finding it difficult to get by,About the same,Yes,,No,1.8467
Hispanic,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.758
White,"Less than $25,000",High school degree or GED,35-44,Male,Just getting by,Somewhat worse off,No,Yes,No,0.8085
White,"Less than $25,000",High school degree or GED,25-34,Male,Just getting by,About the same,No,No,No,0.9848
Black,"$25,000–$49,999",High school degree or GED,75+,Female,Living comfortably,About the same,No,No,Yes,0.9309
Black,"Less than $25,000",Some college/technical or associates degree,45-54,Female,Finding it difficult to get by,About the same,No,No,No,0.774
White,"$50,000–$99,999",Some college/technical or associates degree,45-54,Male,Just getting by,Somewhat worse off,Yes,,No,0.7521
Hispanic,"Less than $25,000",High school degree or GED,25-34,Male,Living comfortably,About the same,No,Yes,Yes,1.6294
White,"$100,000 or more",Bachelor's degree or more,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.6324
Black,"$25,000–$49,999",Some college/technical or associates degree,25-34,Male,Doing okay,Somewhat better off,Yes,,Yes,1.1202
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Just getting by,About the same,No,No,No,0.9328
White,"Less than $25,000",Bachelor's degree or more,25-34,Female,Living comfortably,Much better off,Yes,,Yes,0.8879
Black,"$50,000–$99,999",Bachelor's degree or more,35-44,Male,Doing okay,Somewhat better off,Yes,,Yes,0.6529
White,"$50,000–$99,999",Bachelor's degree or more,45-54,Male,Living comfortably,Somewhat worse off,Yes,,Yes,0.5162
Other,"$100,000 or more",High school degree or GED,35-44,Female,Living comfortably,About the same,No,No,Yes,3.5159
Black,"$50,000–$99,999",Bachelor's degree or more,75+,Male,Doing okay,About the same,Yes,,Yes,0.5191
White,"Less than $25,000",Less than a high school degree,45-54,Female,Doing okay,About the same,No,No,Yes,0.7958
Black,"$50,000–$99,999",Some college/technical or associates degree,25-34,Female,Finding it difficult to get by,Much worse off,No,Yes,No,0.9449
Black,"$50,000–$99,999",Some college/technical or associates degree,55-64,Male,Just getting by,About the same,Yes,,No,0.8329
Hispanic,"$50,000–$99,999",Less than a high school degree,35-44,Male,Living comfortably,Much better off,No,No,Yes,2.2533
Black,"$25,000–$49,999",High school degree or GED,55-64,Female,Doing okay,About the same,No,No,Yes,0.9531
Hispanic,"$50,000–$99,999",Bachelor's degree or more,25-34,Female,Doing okay,About the same,Yes,,Yes,0.7965
White,"$100,000 or more",Some college/technical or associates degree,75+,Male,Living comfortably,About the same,Yes,,Yes,0.9862
Hispanic,"$50,000–$99,999",Some college/technical or associates degree,18-24,Female,Living comfortably,About the same,Yes,,Yes,1.3579
White,"$25,000–$49,999",Some college/technical or associates degree,25-34,Female,Just getting by,About the same,Yes,,No,0.737
White,"$50,000–$99,999",Bachelor's degree or more,65-74,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.0279
White,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Doing okay,About the same,Yes,,Yes,0.5724
