age_group,race,income,gender,JOBSAT_W157,JOBSEC_W157,AIWRKOPPO_W157,AIWRKFEEL_c_W157,AIWRKHEARD_W157,CHATWRK_W157,WEIGHT_W157
30-49,White,Upper,Female,2.0,2.0,2.0,1.0,2.0,5.0,1.048001637352742
18-29,White,Low,Female,3.0,5.0,2.0,1.0,1.0,5.0,1.1590529890129928
65+,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,,0.2874198617022524
30-49,Hispanic,Middle,Female,2.0,2.0,2.0,2.0,2.0,5.0,0.2748823561373189
30-49,Asian,Middle,Female,3.0,4.0,2.0,2.0,1.0,4.0,0.4370575727462709
50-64,Other,Upper,Female,3.0,5.0,4.0,1.0,2.0,,0.6514595055964203
30-49,Black,Low,Female,2.0,5.0,,,3.0,,1.0118513499813238
18-29,Black,Middle,Female,3.0,3.0,3.0,1.0,2.0,,0.7276908094605575
30-49,Other,Upper,Female,3.0,1.0,3.0,1.0,2.0,2.0,0.8776564611903972
30-49,White,Middle,Female,2.0,1.0,4.0,1.0,2.0,5.0,0.8353233330101762
50-64,White,Upper,Male,2.0,3.0,,,3.0,,1.0608134097208564
65+,White,Middle,Male,4.0,1.0,4.0,2.0,2.0,,0.7019142540958817
50-64,Black,Low,Female,4.0,3.0,3.0,2.0,2.0,5.0,1.6137887779133175
30-49,Black,Middle,Male,2.0,2.0,2.0,1.0,2.0,4.0,1.8388180756736447
50-64,White,Middle,Female,3.0,2.0,3.0,2.0,2.0,4.0,0.5173712485691158
30-49,White,Low,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.8698703166587682
30-49,White,Upper,Female,2.0,2.0,3.0,2.0,1.0,5.0,0.2901806875921775
18-29,Hispanic,Upper,Female,1.0,5.0,4.0,1.0,2.0,5.0,1.0936554366754585
50-64,White,Upper,Female,4.0,2.0,4.0,1.0,2.0,,0.8493056441726693
65+,White,Low,Male,2.0,2.0,2.0,1.0,2.0,,4.436384069777367
30-49,Black,Middle,Female,2.0,3.0,,,3.0,2.0,0.5460527406650438
50-64,White,Upper,Female,1.0,2.0,2.0,1.0,2.0,5.0,0.7669016779101301
65+,White,Middle,Male,2.0,1.0,2.0,2.0,2.0,,0.660887242578859
50-64,White,Upper,Male,2.0,2.0,2.0,2.0,2.0,4.0,0.6071856037372808
18-29,White,Low,Male,3.0,1.0,2.0,1.0,2.0,5.0,2.4932192554043335
50-64,White,Middle,Female,3.0,3.0,2.0,1.0,2.0,5.0,0.5729893367541933
50-64,White,Upper,Female,2.0,1.0,4.0,2.0,2.0,3.0,0.6920507443371878
30-49,White,Middle,Male,2.0,3.0,3.0,1.0,2.0,5.0,1.4345311325765409
18-29,White,Low,Female,1.0,1.0,3.0,2.0,2.0,5.0,0.6892343050073434
30-49,Hispanic,Middle,Female,4.0,1.0,3.0,1.0,2.0,5.0,0.6220452952855279
30-49,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,5.0,0.4916470868313833
50-64,White,Upper,Male,2.0,2.0,3.0,2.0,1.0,3.0,0.6562149353046265
65+,White,Middle,Male,1.0,1.0,,,3.0,,0.592200398877308
50-64,Hispanic,Low,Female,3.0,4.0,2.0,1.0,1.0,5.0,0.2076350716906646
18-29,White,Upper,Male,3.0,2.0,2.0,1.0,2.0,5.0,3.951940063209975
50-64,White,Middle,Female,1.0,1.0,,,3.0,,1.117073284003342
30-49,White,Upper,Male,2.0,2.0,3.0,1.0,1.0,4.0,0.521993818479476
30-49,Hispanic,Low,Male,3.0,4.0,,,3.0,,4.764723573445259
30-49,Other,Middle,Female,4.0,4.0,1.0,1.0,1.0,2.0,0.8617500389164331
65+,White,Upper,Male,1.0,1.0,4.0,2.0,2.0,,0.710471671043186
65+,White,Middle,Female,1.0,1.0,3.0,1.0,1.0,4.0,0.4128723044180035
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,1.0,5.0,0.8095558403201545
50-64,White,Middle,Male,2.0,2.0,3.0,1.0,2.0,4.0,1.4623361256076586
30-49,White,Middle,Male,2.0,2.0,3.0,2.0,1.0,2.0,0.925126053525708
30-49,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,4.0,0.587525259880422
30-49,White,Middle,Female,2.0,3.0,1.0,1.0,1.0,2.0,1.2242943362553975
65+,Hispanic,Low,Female,1.0,1.0,,,3.0,,0.647176100514935
30-49,White,Middle,Male,2.0,1.0,1.0,2.0,2.0,4.0,1.3668489552729204
30-49,Hispanic,Middle,Female,3.0,2.0,3.0,2.0,1.0,4.0,0.866763840237152
50-64,White,Middle,Female,3.0,2.0,3.0,2.0,2.0,,0.813451114689529
18-29,White,Low,Female,4.0,4.0,,,3.0,4.0,1.259342101227962
30-49,Hispanic,Middle,Male,3.0,1.0,4.0,2.0,2.0,5.0,0.2971995504341339
65+,Black,Middle,Female,3.0,5.0,3.0,1.0,2.0,,0.9467300979331936
50-64,Other,Middle,Female,1.0,1.0,3.0,2.0,1.0,5.0,0.4868819632468678
50-64,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,4.0,0.6561691779601919
50-64,White,Middle,Male,2.0,2.0,,,3.0,,2.3497962656028135
50-64,White,Middle,Female,1.0,1.0,,,3.0,,0.7707039574874621
30-49,Black,Middle,Male,3.0,5.0,2.0,2.0,2.0,5.0,2.41873331129289
30-49,White,Middle,Male,5.0,5.0,,,3.0,,1.5089135980329569
30-49,Hispanic,Middle,Female,3.0,4.0,2.0,2.0,1.0,5.0,2.2146320716692736
18-29,White,Upper,Male,2.0,2.0,3.0,1.0,1.0,5.0,1.7110285463252026
30-49,White,Middle,Male,2.0,2.0,,,3.0,,1.175717108777805
30-49,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,4.0,0.9872275636609672
50-64,Hispanic,Middle,Male,2.0,2.0,2.0,1.0,2.0,,0.7913875623449671
30-49,White,Upper,Male,1.0,2.0,1.0,2.0,1.0,5.0,0.377885021527597
50-64,White,Middle,Female,1.0,2.0,,,3.0,,0.94145000531958
18-29,Hispanic,Middle,Female,2.0,2.0,4.0,2.0,1.0,5.0,1.254185797413782
65+,White,Middle,Female,2.0,4.0,2.0,1.0,1.0,4.0,0.8695280196872417
65+,White,Middle,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.3192984638276834
30-49,White,Upper,Female,2.0,,2.0,1.0,1.0,4.0,1.2866123490445327
50-64,Other,Upper,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.1992558171134416
30-49,White,Middle,Female,1.0,1.0,3.0,2.0,2.0,,0.6781422340380568
65+,White,Upper,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.3926845372356011
50-64,White,Upper,Female,1.0,1.0,2.0,1.0,2.0,,1.0886920577237231
50-64,Asian,Middle,Male,3.0,2.0,2.0,1.0,2.0,4.0,0.4688773014424756
30-49,White,Middle,Male,4.0,1.0,3.0,1.0,1.0,4.0,1.1203926310350965
30-49,Other,Middle,Female,4.0,4.0,1.0,1.0,2.0,3.0,0.5503175978983852
30-49,White,Upper,Male,2.0,2.0,1.0,2.0,2.0,3.0,0.8004475600795229
50-64,White,Middle,Female,2.0,1.0,3.0,2.0,1.0,2.0,0.6586003921152792
50-64,White,Middle,Female,2.0,5.0,2.0,1.0,2.0,,0.5789184958056002
18-29,Black,Middle,Male,3.0,2.0,2.0,1.0,2.0,5.0,1.0960610398321553
65+,White,Middle,Male,2.0,1.0,4.0,2.0,2.0,,0.926086359964738
50-64,Other,Upper,Male,3.0,2.0,1.0,2.0,1.0,4.0,0.6361757821692315
18-29,White,Middle,Female,1.0,1.0,3.0,2.0,2.0,,1.6303445414261897
18-29,Black,Upper,Male,3.0,2.0,2.0,1.0,2.0,4.0,1.5576038783844537
30-49,Other,Upper,Male,2.0,2.0,1.0,2.0,1.0,2.0,0.4352666330842267
65+,White,Middle,Male,3.0,5.0,3.0,1.0,2.0,4.0,0.304438016303082
18-29,Hispanic,Middle,Female,3.0,2.0,3.0,2.0,1.0,3.0,0.4964262224544088
30-49,Black,Middle,Female,3.0,2.0,,,3.0,2.0,0.426336375337558
50-64,White,Upper,Male,5.0,5.0,3.0,2.0,2.0,5.0,1.66217003270681
30-49,Hispanic,Middle,Female,3.0,1.0,,,3.0,4.0,0.3366859409267717
30-49,White,Middle,Female,3.0,1.0,2.0,1.0,2.0,4.0,0.5522718904544734
30-49,White,Upper,Male,3.0,1.0,2.0,1.0,2.0,,0.4401456210427836
50-64,White,Middle,Male,3.0,3.0,2.0,1.0,1.0,2.0,0.9550335541312768
30-49,White,Low,Female,2.0,3.0,,,3.0,5.0,0.9077251067244811
30-49,Hispanic,Low,Male,2.0,1.0,,,3.0,,1.011858011136498
50-64,White,Middle,Female,1.0,1.0,,,3.0,,0.559837921096281
30-49,White,Middle,Female,2.0,2.0,4.0,1.0,2.0,5.0,0.6016830440982843
30-49,Hispanic,Middle,Male,3.0,4.0,2.0,1.0,1.0,4.0,1.841795500818321
18-29,Asian,Upper,Female,1.0,1.0,4.0,1.0,1.0,5.0,0.4709884937697424
30-49,White,Middle,Male,2.0,1.0,2.0,1.0,1.0,4.0,1.5800836495492354
30-49,White,Upper,Male,3.0,2.0,3.0,1.0,2.0,,1.3193497822149305
18-29,White,Low,Female,4.0,2.0,,,3.0,,2.0735040572024026
30-49,White,Middle,Female,5.0,4.0,2.0,1.0,2.0,4.0,1.057932968372261
30-49,White,Middle,Female,3.0,2.0,2.0,1.0,1.0,4.0,1.879004586501464
50-64,White,Upper,Male,2.0,3.0,3.0,1.0,1.0,2.0,0.9816816239338954
50-64,White,Upper,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.3262080066125989
30-49,Black,Middle,Female,3.0,2.0,3.0,2.0,1.0,5.0,0.7979131292843687
18-29,White,Middle,Female,2.0,2.0,3.0,1.0,1.0,5.0,0.971478201924592
30-49,White,Upper,Female,3.0,5.0,4.0,2.0,2.0,5.0,1.1313854774027623
18-29,Hispanic,Middle,Male,3.0,2.0,1.0,2.0,1.0,5.0,0.928648652909358
18-29,White,Middle,Female,3.0,1.0,3.0,2.0,2.0,,0.8340734122577631
30-49,White,Low,Female,3.0,1.0,2.0,1.0,2.0,,0.6807592575640329
30-49,White,Middle,Male,3.0,2.0,3.0,1.0,2.0,,3.5730723989937556
18-29,White,Upper,Male,3.0,1.0,3.0,1.0,2.0,4.0,1.4698146239352674
30-49,White,Upper,Female,1.0,1.0,3.0,1.0,2.0,5.0,0.499159102005176
30-49,Other,Middle,Female,2.0,1.0,3.0,1.0,1.0,3.0,0.9254894578613038
30-49,White,Middle,Female,1.0,1.0,2.0,1.0,2.0,5.0,0.3627746352048198
18-29,Hispanic,Middle,Male,3.0,1.0,2.0,2.0,2.0,4.0,2.0988069588135043
65+,White,Low,Male,1.0,1.0,,,3.0,,0.8904126110065261
18-29,White,Upper,Female,3.0,1.0,2.0,1.0,1.0,5.0,1.3844204137818967
18-29,Hispanic,Middle,Male,3.0,2.0,3.0,1.0,1.0,2.0,1.0209775639024614
65+,White,Upper,Male,3.0,1.0,2.0,1.0,2.0,,0.5664085893825719
50-64,White,Middle,Female,2.0,3.0,3.0,2.0,1.0,5.0,0.5917878410663332
50-64,White,Upper,Male,2.0,3.0,3.0,1.0,2.0,4.0,0.5834683526369555
30-49,White,Middle,Male,2.0,1.0,3.0,2.0,1.0,5.0,0.4081551133255489
65+,White,Middle,Male,2.0,1.0,3.0,1.0,1.0,4.0,0.3919945332237251
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,1.0,5.0,0.6110303885940662
50-64,White,Middle,Male,2.0,2.0,4.0,2.0,2.0,3.0,1.1442939744574196
65+,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,,0.9695087952388872
50-64,White,Upper,Female,1.0,1.0,3.0,1.0,1.0,3.0,0.4371068446255327
18-29,White,Low,Female,3.0,2.0,,,3.0,,1.4952280449970776
30-49,White,Low,Female,3.0,1.0,,,3.0,,0.7455093396042968
50-64,White,Middle,Male,3.0,1.0,3.0,2.0,2.0,4.0,0.7756449746620359
50-64,White,Upper,Male,1.0,1.0,3.0,2.0,2.0,5.0,0.992541557854636
18-29,White,Middle,Female,3.0,1.0,1.0,2.0,2.0,4.0,0.9575254028459188
50-64,White,Middle,Female,2.0,1.0,,,3.0,,0.6973496103359731
50-64,White,Low,Female,3.0,3.0,3.0,2.0,2.0,4.0,0.9851301388991536
30-49,Hispanic,Upper,Male,3.0,2.0,2.0,2.0,2.0,3.0,0.7441190989200982
18-29,Other,Low,Male,5.0,1.0,3.0,2.0,1.0,4.0,0.7348898142861698
30-49,White,Upper,Male,3.0,2.0,3.0,1.0,2.0,4.0,0.4830812891060935
30-49,White,Middle,Male,1.0,2.0,3.0,2.0,2.0,2.0,0.5909028664690433
50-64,Hispanic,Low,Male,2.0,1.0,3.0,1.0,2.0,5.0,1.5145005553064854
30-49,White,Upper,Female,2.0,1.0,2.0,1.0,2.0,3.0,0.584000229617226
30-49,White,Middle,Male,2.0,2.0,3.0,2.0,1.0,5.0,1.047711220310796
50-64,Other,Middle,Female,1.0,5.0,,,3.0,,0.3191825282002304
50-64,White,Upper,Male,4.0,2.0,2.0,1.0,2.0,4.0,1.2538549953886715
50-64,White,Upper,Male,2.0,1.0,4.0,2.0,2.0,5.0,1.221356631776174
30-49,Black,Middle,Female,4.0,5.0,2.0,1.0,2.0,5.0,0.7230773035668936
65+,White,Low,Female,1.0,2.0,2.0,1.0,1.0,,0.3946362113283272
50-64,White,Middle,Female,2.0,1.0,2.0,1.0,1.0,3.0,0.609034261810533
18-29,White,Middle,Male,2.0,3.0,3.0,1.0,2.0,4.0,3.775788759817515
18-29,White,Middle,Male,1.0,1.0,2.0,1.0,1.0,5.0,3.0340408837299795
30-49,Hispanic,Middle,Male,2.0,2.0,3.0,1.0,1.0,4.0,2.411976115995647
18-29,White,Middle,Male,3.0,3.0,,,3.0,,4.764723573445259
50-64,White,Middle,Female,3.0,1.0,2.0,2.0,2.0,,1.1558780288922
50-64,Black,Middle,Male,3.0,2.0,2.0,1.0,2.0,5.0,0.6978494499664067
30-49,Other,Upper,Male,3.0,3.0,3.0,1.0,1.0,1.0,0.750628704798522
30-49,White,Upper,Female,3.0,2.0,3.0,2.0,2.0,5.0,0.7225084710645188
50-64,White,Upper,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.8315377939252158
65+,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,,0.8503200554162275
30-49,White,Middle,Female,3.0,2.0,,,3.0,,0.7430621849206659
30-49,White,Upper,Female,2.0,2.0,2.0,1.0,1.0,5.0,0.524551290608032
18-29,White,Middle,Female,1.0,3.0,,,3.0,,2.259207057430848
30-49,White,Middle,Female,3.0,2.0,2.0,2.0,2.0,5.0,0.7870765882980422
30-49,Other,Low,Female,3.0,3.0,,,3.0,,0.7229244030123668
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.049516802124162
30-49,White,Upper,Female,3.0,2.0,4.0,1.0,2.0,5.0,0.4422016210949666
30-49,White,Low,Female,5.0,2.0,,,3.0,,0.8734103990116276
50-64,White,Middle,Male,3.0,4.0,1.0,2.0,1.0,3.0,0.6734965487945628
30-49,Hispanic,Middle,Male,3.0,3.0,3.0,2.0,2.0,5.0,2.669713467050194
50-64,White,Low,Female,4.0,5.0,,,3.0,5.0,1.0136390635815151
30-49,Hispanic,Upper,Male,2.0,1.0,4.0,2.0,2.0,3.0,4.629873871990501
30-49,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,5.0,0.6548078931216338
18-29,Hispanic,Middle,Female,3.0,2.0,2.0,1.0,2.0,4.0,1.9761830290282203
50-64,White,Middle,Male,3.0,3.0,4.0,2.0,2.0,4.0,0.5944193227826002
30-49,Asian,Middle,Male,3.0,1.0,,,3.0,,4.414249181387483
30-49,White,Middle,Male,3.0,1.0,3.0,1.0,2.0,,0.6691530711321293
65+,White,Middle,Female,2.0,2.0,,,3.0,,1.3683687354680398
30-49,White,Low,Female,3.0,3.0,3.0,2.0,2.0,,0.7404754094482774
30-49,White,Middle,Male,2.0,1.0,4.0,1.0,1.0,4.0,0.8034073169955512
30-49,White,Middle,Male,2.0,3.0,3.0,2.0,1.0,2.0,0.7018692559127703
50-64,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,4.0,1.110223338105173
50-64,Hispanic,Middle,Male,2.0,1.0,1.0,2.0,1.0,4.0,0.7615964477362392
50-64,White,Upper,Female,1.0,1.0,2.0,1.0,2.0,5.0,1.1960432563472898
50-64,Hispanic,Middle,Male,5.0,4.0,4.0,2.0,2.0,,0.7659961146395514
30-49,Black,Middle,Male,4.0,4.0,1.0,2.0,1.0,5.0,0.8529151191109937
50-64,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,,1.331151873424289
30-49,White,Low,Female,1.0,1.0,4.0,2.0,2.0,4.0,1.5602784516586763
30-49,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,3.0,1.0789596198798472
30-49,Hispanic,Middle,Female,2.0,3.0,2.0,1.0,2.0,5.0,0.6188565189396622
50-64,White,Middle,Female,3.0,1.0,4.0,1.0,2.0,4.0,0.2317045980460148
30-49,White,Middle,Female,2.0,2.0,4.0,1.0,2.0,,0.6112687343095128
30-49,White,Upper,Male,3.0,2.0,2.0,1.0,1.0,3.0,0.956656081365518
18-29,Other,Low,Female,3.0,3.0,3.0,2.0,2.0,5.0,1.7919330661909698
50-64,Black,Middle,Female,3.0,5.0,3.0,1.0,2.0,,0.6450750106193625
50-64,White,Upper,Female,3.0,3.0,3.0,2.0,2.0,4.0,0.5547378556004708
18-29,Hispanic,Low,Male,1.0,2.0,1.0,2.0,1.0,2.0,1.7418724261078968
50-64,White,Middle,Female,4.0,1.0,,,3.0,5.0,0.3742043500818293
30-49,White,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,0.2417385698108409
30-49,White,Middle,Male,2.0,2.0,3.0,1.0,2.0,,2.2909581818134903
50-64,Hispanic,Upper,Male,4.0,2.0,2.0,2.0,1.0,2.0,0.6656669446069051
30-49,White,Low,Female,4.0,5.0,4.0,2.0,2.0,4.0,0.4728510894422273
18-29,Asian,Low,Female,4.0,3.0,2.0,2.0,2.0,,1.3007581105949262
50-64,White,Middle,Male,2.0,2.0,4.0,1.0,1.0,5.0,0.797941582184649
30-49,White,Upper,Male,3.0,2.0,3.0,2.0,1.0,3.0,0.4347136621868469
30-49,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.2594457584428691
30-49,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.5653821513919666
50-64,White,Middle,Female,1.0,1.0,3.0,2.0,2.0,,0.8220472949385409
30-49,Asian,Middle,Female,4.0,2.0,2.0,2.0,1.0,,0.4566052272379979
65+,White,Middle,Female,2.0,1.0,3.0,2.0,1.0,2.0,0.2974018437828172
30-49,White,Low,Female,3.0,2.0,2.0,1.0,2.0,5.0,0.8225426100894567
30-49,Black,Upper,Male,2.0,2.0,2.0,2.0,2.0,3.0,0.9682901524697336
50-64,White,Middle,Female,4.0,3.0,2.0,1.0,2.0,3.0,0.5240667750296433
30-49,White,Upper,Male,3.0,2.0,3.0,2.0,2.0,5.0,1.8019696390070843
50-64,Asian,Middle,Female,1.0,3.0,3.0,2.0,1.0,2.0,0.3146969359247151
18-29,Hispanic,Low,Female,3.0,4.0,2.0,1.0,1.0,5.0,1.3857761460615623
30-49,White,Low,Female,1.0,1.0,,,3.0,5.0,0.3458192091209924
65+,White,Middle,Male,3.0,3.0,2.0,1.0,2.0,5.0,0.2817698713111752
30-49,Black,Middle,Female,2.0,1.0,2.0,1.0,1.0,5.0,0.8017088560147666
18-29,White,Middle,Other,3.0,1.0,4.0,1.0,2.0,2.0,0.5955492843472006
50-64,White,Upper,Male,3.0,3.0,2.0,1.0,1.0,5.0,0.4934922719228425
50-64,Hispanic,Middle,Male,3.0,1.0,2.0,2.0,1.0,1.0,0.1992558171134416
50-64,White,Middle,Male,3.0,1.0,3.0,2.0,1.0,5.0,0.5160898689730565
50-64,Other,Middle,Male,3.0,2.0,2.0,1.0,2.0,,0.8121515665072655
18-29,Other,Upper,Male,2.0,2.0,3.0,1.0,1.0,4.0,1.842398552400781
30-49,Black,Low,Female,2.0,1.0,,,3.0,,0.8041677422984109
30-49,Other,Middle,Male,1.0,3.0,3.0,2.0,1.0,4.0,0.6527674628082195
65+,White,Middle,Male,4.0,2.0,2.0,2.0,2.0,,0.5562907012664021
65+,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,5.0,1.3973549364080304
30-49,White,Middle,Female,5.0,2.0,3.0,1.0,2.0,5.0,0.6342034064735171
50-64,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,,0.643827009887317
30-49,White,Upper,Female,3.0,2.0,4.0,1.0,2.0,5.0,0.3424983694424683
30-49,White,Upper,Male,4.0,3.0,3.0,1.0,2.0,5.0,0.466428416142349
50-64,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.6375876946818717
50-64,White,Middle,Female,3.0,2.0,3.0,2.0,2.0,5.0,0.8766720009690806
50-64,White,Upper,Male,3.0,1.0,3.0,1.0,1.0,5.0,0.7529332888351864
50-64,White,Middle,Female,3.0,2.0,2.0,1.0,1.0,5.0,0.7173008844921046
50-64,White,Upper,Female,1.0,1.0,3.0,2.0,2.0,5.0,0.3365300836420601
50-64,White,Middle,Male,3.0,1.0,3.0,2.0,1.0,5.0,0.2713853727390116
30-49,Hispanic,Middle,Female,3.0,2.0,2.0,1.0,2.0,,0.650223097606971
30-49,Black,Middle,Female,3.0,2.0,2.0,2.0,1.0,4.0,0.6512199561809523
65+,Asian,Low,Other,1.0,1.0,,,3.0,,0.961858035551968
65+,Other,Low,Female,1.0,2.0,3.0,2.0,1.0,4.0,2.194669428648555
50-64,White,Upper,Male,3.0,4.0,2.0,2.0,2.0,2.0,0.6166660638740591
50-64,Black,Middle,Female,2.0,1.0,2.0,1.0,1.0,5.0,0.4996770485016458
18-29,Black,Low,Female,4.0,5.0,2.0,1.0,2.0,5.0,1.1998791683533798
30-49,Black,Middle,Female,3.0,3.0,2.0,1.0,1.0,5.0,1.1941512128599976
50-64,Hispanic,Upper,Female,3.0,3.0,2.0,1.0,2.0,2.0,0.3660028023712592
30-49,Hispanic,Low,Male,1.0,2.0,,,3.0,,0.8112569088525284
50-64,White,Middle,Male,3.0,3.0,3.0,1.0,2.0,5.0,0.4909851230945939
50-64,White,Upper,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.4354161149115867
30-49,White,Middle,Male,1.0,1.0,,,3.0,,1.2447631985086278
30-49,Black,Middle,Female,3.0,2.0,,2.0,2.0,,0.4173707519350469
50-64,Hispanic,Low,Female,,5.0,,,3.0,5.0,2.0713454856231337
30-49,White,Middle,Female,1.0,2.0,3.0,2.0,2.0,4.0,0.3919401780275506
50-64,White,Low,Male,2.0,1.0,,,3.0,5.0,1.1336930006413604
30-49,Hispanic,Middle,Female,3.0,1.0,2.0,1.0,2.0,3.0,0.4519973107188192
30-49,White,Upper,Male,2.0,1.0,,,3.0,,0.3052577147679622
30-49,Other,Middle,Male,3.0,2.0,4.0,1.0,2.0,5.0,0.5373391887248342
18-29,Hispanic,Low,Female,1.0,1.0,2.0,2.0,1.0,3.0,2.0157281817680723
50-64,White,Upper,Female,1.0,2.0,3.0,1.0,2.0,4.0,0.5381748279411983
18-29,White,Middle,Male,1.0,2.0,3.0,1.0,1.0,3.0,1.8027076702112603
50-64,White,Middle,Male,3.0,2.0,,,3.0,,1.5980504594681324
50-64,Black,Upper,Female,2.0,2.0,2.0,1.0,2.0,,0.9241710966612008
65+,Hispanic,Middle,Female,3.0,3.0,2.0,1.0,2.0,,0.3109183413538793
18-29,Hispanic,Middle,Male,3.0,3.0,2.0,1.0,2.0,5.0,2.5667979424819327
50-64,Black,Middle,Female,5.0,5.0,2.0,2.0,2.0,4.0,0.5221837271594385
65+,Asian,Low,Female,3.0,2.0,,,3.0,,1.0129299198000714
30-49,White,Upper,Male,3.0,3.0,2.0,2.0,1.0,4.0,1.1618225624667362
65+,Hispanic,Low,Female,3.0,3.0,3.0,1.0,2.0,,0.264493860250803
30-49,Hispanic,Middle,Female,2.0,3.0,2.0,1.0,2.0,4.0,0.7280967431790585
30-49,White,Upper,Female,2.0,2.0,3.0,1.0,2.0,2.0,0.729861894037803
50-64,White,Low,Male,1.0,1.0,2.0,2.0,2.0,,0.8148906623895085
18-29,White,Low,Other,1.0,1.0,4.0,1.0,2.0,5.0,4.764723573445259
50-64,White,Middle,Male,2.0,2.0,3.0,1.0,2.0,5.0,0.6108525903328335
30-49,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,5.0,0.3773476436795984
30-49,White,Middle,Male,1.0,1.0,3.0,1.0,2.0,4.0,1.5372331284876115
50-64,Hispanic,Middle,Male,3.0,1.0,2.0,1.0,2.0,5.0,0.8844607177804602
18-29,White,Low,Female,2.0,4.0,1.0,2.0,2.0,3.0,2.328378296523023
30-49,White,Middle,Female,3.0,2.0,3.0,1.0,2.0,5.0,1.3358448563985166
50-64,White,Upper,Male,3.0,3.0,,,3.0,,0.8866781898499779
30-49,Other,Middle,Male,3.0,4.0,3.0,2.0,1.0,2.0,0.9742921296517704
50-64,White,Middle,Male,2.0,2.0,,,3.0,5.0,0.6770985297241656
50-64,White,Upper,Female,3.0,2.0,3.0,2.0,1.0,2.0,0.7619685017546448
30-49,White,Upper,Female,3.0,1.0,3.0,1.0,2.0,4.0,0.994557238110264
30-49,Other,Low,Female,3.0,1.0,3.0,1.0,2.0,2.0,1.2929729239909866
18-29,White,Middle,Female,2.0,2.0,3.0,1.0,2.0,5.0,1.179732125878221
30-49,Black,Low,Female,5.0,4.0,,,3.0,,0.9967889544842564
18-29,Hispanic,Middle,Female,2.0,2.0,3.0,1.0,2.0,5.0,2.1130113703830595
50-64,White,Middle,Male,2.0,1.0,2.0,2.0,2.0,,0.4105176431291524
18-29,Hispanic,Middle,Male,1.0,1.0,1.0,1.0,1.0,2.0,2.093620724084752
50-64,White,Middle,Female,2.0,1.0,,,3.0,,0.9408365379333924
30-49,Other,Middle,Female,3.0,2.0,4.0,2.0,2.0,4.0,1.273858953520077
30-49,White,Low,Male,2.0,2.0,3.0,2.0,2.0,5.0,1.2438787723044475
30-49,White,Middle,Male,3.0,3.0,3.0,2.0,1.0,,1.846421541690632
30-49,White,Low,Female,2.0,2.0,,,3.0,,0.9224557963682316
30-49,Hispanic,Middle,Female,2.0,1.0,4.0,1.0,2.0,4.0,0.931182652735351
30-49,Hispanic,Middle,Female,3.0,2.0,3.0,2.0,2.0,2.0,1.2750300628281357
30-49,White,Middle,Male,2.0,2.0,1.0,2.0,2.0,1.0,0.6222378285110959
50-64,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.4899053914415575
50-64,White,Upper,Male,4.0,5.0,4.0,2.0,1.0,3.0,0.8103887643421332
30-49,Asian,Upper,Male,2.0,1.0,1.0,2.0,1.0,2.0,0.3025375445580599
50-64,Black,Upper,Female,5.0,5.0,2.0,1.0,2.0,2.0,0.5698368392387834
65+,White,Upper,Male,2.0,1.0,3.0,,2.0,5.0,0.7879134647839564
30-49,White,Low,Female,3.0,1.0,,,3.0,,0.9618916647533072
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,1.0,,0.811625869666052
50-64,White,Upper,Male,3.0,4.0,2.0,1.0,2.0,5.0,0.9994990345588411
30-49,White,Upper,Male,3.0,3.0,2.0,1.0,2.0,,0.4933254267472665
30-49,White,Upper,Male,4.0,2.0,3.0,2.0,2.0,,0.5680024237050799
18-29,White,Upper,Female,4.0,3.0,3.0,2.0,2.0,5.0,1.231226359353424
65+,White,Low,Male,1.0,1.0,3.0,2.0,2.0,5.0,0.6002039368043013
